"Country" "Region" "Year" "Population" "LifeExpectancy" "HealthExpenditure"
"Belgium" "Europe & Central Asia" 2001 10286570 77.97317073 18.75078284
"Belize" "Latin America & Caribbean" 2001 257300 73.64892683 1.542965356
"Benin" "Sub-Saharan Africa" 2001 6721337 52.81909756 0.1742718515
"Bhutan" "South Asia" 2001 588050 62.23731707 0.5010947915
"Bolivia" "Latin America & Caribbean" 2001 8476709 63.32417073 0.6061967065
"Bosnia and Herzegovina" "Europe & Central Asia" 2001 3748370 74.55317073 1.105370598
"Botswana" "Sub-Saharan Africa" 2001 1784449 49.81156098 1.749486736
"Brazil" "Latin America & Caribbean" 2001 176877135 70.43963415 2.27749279
"Brunei Darussalam" "East Asia & Pacific" 2001 334348 76.46490244 5.325083249
"Bulgaria" "Europe & Central Asia" 2001 8020282 71.76829268 1.292324779
"Burkina Faso" "Sub-Saharan Africa" 2001 12648474 50.56556098 0.109852869
"Burundi" "Sub-Saharan Africa" 2001 6499653 46.33639024 0.06761867614
"Cambodia" "East Asia & Pacific" 2001 12653684 57.89646341 0.196949777
"Cameroon" "Sub-Saharan Africa" 2001 16039737 49.79297561 0.2820587508
"Canada" "North America" 2001 31081900 79.48780488 21.48976137
"Cape Verde" "Sub-Saharan Africa" 2001 445096 69.96985366 0.6564996998
"Central African Republic" "Sub-Saharan Africa" 2001 3767068 43.52353659 0.0988170719
"Chad" "Sub-Saharan Africa" 2001 8517944 48.28258537 0.1208948487
"Chile" "Latin America & Caribbean" 2001 15604200 77.20721951 3.443078321
"China" "East Asia & Pacific" 2001 1271850000 71.40553659 0.4724745064
"Colombia" "Latin America & Caribbean" 2001 40422597 71.27365854 1.448057428
"Comoros" "Sub-Saharan Africa" 2001 577569 58.09980488 0.1124598691
"Congo, Dem. Rep." "Sub-Saharan Africa" 2001 50989424 45.94219512 0.05716249815
"Congo, Rep." "Sub-Saharan Africa" 2001 3213330 54.21304878 0.211859899
"Costa Rica" "Latin America & Caribbean" 2001 4002946 77.97492683 2.915534614
"Cote d'Ivoire" "Sub-Saharan Africa" 2001 16892864 50.25056098 0.2469650358
"Croatia" "Europe & Central Asia" 2001 4440000 74.51292683 3.757124859
"Cuba" "Latin America & Caribbean" 2001 11140168 76.57963415 1.778751578
"Cyprus" "Europe & Central Asia" 2001 961482 78.08534146 7.763148125
"Czech Republic" "Europe & Central Asia" 2001 10236491 75.17317073 4.043682423
"Denmark" "Europe & Central Asia" 2001 5358783 76.79268293 27.2607502
"Djibouti" "Middle East & North Africa" 2001 749604 54.1347561 0.4142322494
"Dominican Republic" "Latin America & Caribbean" 2001 8726256 71.15453659 1.740533275
"Ecuador" "Latin America & Caribbean" 2001 12552036 73.73807317 0.7824310417
"Egypt, Arab Rep." "Middle East & North Africa" 2001 68888032 69.66743902 0.7577555387
"El Salvador" "Latin America & Caribbean" 2001 5966027 69.89568293 1.810417553
"Equatorial Guinea" "Sub-Saharan Africa" 2001 537195 48.75556098 0.6444617927
"Eritrea" "Sub-Saharan Africa" 2001 3812473 56.59429268 0.07073781027
"Estonia" "Europe & Central Asia" 2001 1364101 70.25853659 2.202050105
"Ethiopia" "Sub-Saharan Africa" 2001 67303731 52.28221951 0.05654636924
"Fiji" "East Asia & Pacific" 2001 814780 67.79290244 0.6602155394
"Finland" "Europe & Central Asia" 2001 5188008 77.96585366 17.83871216
"France" "Europe & Central Asia" 2001 61355563 79.05853659 22.34306957
"Gabon" "Sub-Saharan Africa" 2001 1263165 59.49778049 1.066391086
"Gambia, The" "Sub-Saharan Africa" 2001 1335674 55.4654878 0.1908633983
"Germany" "Europe & Central Asia" 2001 82349925 78.32926829 23.99436443
"Ghana" "Sub-Saharan Africa" 2001 19632265 58.75553659 0.1515861169
"Greece" "Europe & Central Asia" 2001 10949957 78.38780488 10.53467328
"Grenada" "Latin America & Caribbean" 2001 101731 73.727 3.923534655
"Guatemala" "Latin America & Caribbean" 2001 11512637 68.22895122 1.047216722
"Guinea" "Sub-Saharan Africa" 2001 8472339 48.72982927 0.210684122
"Guinea-Bissau" "Sub-Saharan Africa" 2001 1264855 45.14685366 0.1553696444
"Guyana" "Latin America & Caribbean" 2001 735327 64.98556098 0.5515585868
"Haiti" "Latin America & Caribbean" 2001 8791931 58.58970732 0.2246962765
"Honduras" "Latin America & Caribbean" 2001 6347272 70.60097561 0.8291234189
"Hungary" "Europe & Central Asia" 2001 10187576 72.24878049 3.747306725
"Iceland" "Europe & Central Asia" 2001 284968 80.6902439 26.74090796
"India" "South Asia" 2001 1071374264 61.96878049 0.2092391547
"Indonesia" "East Asia & Pacific" 2001 216203499 65.94907317 0.1657182934
"Iran, Islamic Rep." "Middle East & North Africa" 2001 66313553 70.05853659 2.938873481
"Ireland" "Europe & Central Asia" 2001 3866243 77.1397561 18.310002
"Israel" "Middle East & North Africa" 2001 6439000 79.40731707 15.39354593
"Italy" "Europe & Central Asia" 2001 56977217 79.82926829 16.10536006
"Jamaica" "Latin America & Caribbean" 2001 2604788.619 70.60560976 1.783219514
"Jordan" "Middle East & North Africa" 2001 4917500 72.19265854 1.810138525
"Kazakhstan" "Europe & Central Asia" 2001 14858335 65.76829268 0.5161292748
"Kenya" "Sub-Saharan Africa" 2001 32076186 52.01807317 0.1871309129
"Korea, Rep." "East Asia & Pacific" 2001 47357000 76.33756098 5.387910897
"Kuwait" "Middle East & North Africa" 2001 2009588 73.83078049 6.269294315
"Kyrgyz Republic" "Europe & Central Asia" 2001 4945100 68.70731707 0.1465312724
"Lao PDR" "East Asia & Pacific" 2001 5408912 61.97817073 0.1324508711
"Latvia" "Europe & Central Asia" 2001 2355011 70.76097561 2.152411141
"Lebanon" "Middle East & North Africa" 2001 3802903 70.79531707 4.328435905
"Lesotho" "Sub-Saharan Africa" 2001 1988983 46.13558537 0.2674058558
"Liberia" "Sub-Saharan Africa" 2001 2939296 47.14882927 0.1122629785
"Libya" "Middle East & North Africa" 2001 5331311 72.76280488 2.542506326
"Lithuania" "Europe & Central Asia" 2001 3481292 71.65853659 2.197454974
"Luxembourg" "Europe & Central Asia" 2001 441525 77.82439024 33.87546862
"Macedonia, FYR" "Europe & Central Asia" 2001 2016075 73.07631707 1.449672957
"Madagascar" "Sub-Saharan Africa" 2001 15846412 60.62092683 0.109521902
"Malawi" "Sub-Saharan Africa" 2001 11529337 46.2764878 0.07553071464
"Malaysia" "East Asia & Pacific" 2001 23964621 72.32112195 1.381741397
"Maldives" "South Asia" 2001 277791 71.33068293 1.523526188
"Mali" "Sub-Saharan Africa" 2001 11639798 47.55265854 0.1657325794
"Mauritania" "Sub-Saharan Africa" 2001 2720367 57.05017073 0.1959685772
"Mauritius" "Sub-Saharan Africa" 2001 1199881 71.76585366 1.451496542
"Mexico" "Latin America & Caribbean" 2001 101329543 74.52046341 3.728344072
"Micronesia, Fed. Sts." "East Asia & Pacific" 2001 107290 67.37926829 1.897119516
"Moldova" "Europe & Central Asia" 2001 3631460 67.08082927 0.2897753567
"Mongolia" "East Asia & Pacific" 2001 2434515 63.68197561 0.2404114472
"Montenegro" "Europe & Central Asia" 2001 630299 74.67517073 1.554333079
"Morocco" "Middle East & North Africa" 2001 29129204 69.05487805 0.5748271624
"Mozambique" "Sub-Saharan Africa" 2001 18691461 47.39565854 0.1230219649
"Myanmar" "East Asia & Pacific" 2001 45323903 62.08378049 0.02611915261
"Namibia" "Sub-Saharan Africa" 2001 1936399 57.30121951 1.131385415
"Nepal" "South Asia" 2001 24980184 62.33260976 0.1256226742
"Netherlands" "Europe & Central Asia" 2001 16046180 78.1902439 20.72178821
"New Zealand" "East Asia & Pacific" 2001 3880500 78.69268293 10.51511109
"Nicaragua" "Latin America & Caribbean" 2001 5148635 70.13090244 0.5466591587
"Niger" "Sub-Saharan Africa" 2001 11308134 48.99082927 0.06502048057
"Nigeria" "Sub-Saharan Africa" 2001 126704722 46.79146341 0.1818448026
"Norway" "Europe & Central Asia" 2001 4513751 78.78536585 33.33373054
"Oman" "Middle East & North Africa" 2001 2279171 74.20585366 2.630325437
"Pakistan" "South Asia" 2001 147557907 63.36239024 0.131250025
"Panama" "Latin America & Caribbean" 2001 3012635 74.41373171 3.026254425
"Papua New Guinea" "East Asia & Pacific" 2001 5518586 59.1247561 0.2521572231
"Paraguay" "Latin America & Caribbean" 2001 5453921 70.30934146 1.069765542
"Peru" "Latin America & Caribbean" 2001 26228274 70.93070732 0.9625948772
"Philippines" "East Asia & Pacific" 2001 78964389 66.9342439 0.2895784845
"Poland" "Europe & Central Asia" 2001 38248076 74.2 2.916745473
"Portugal" "Europe & Central Asia" 2001 10292999 76.81463415 10.82727933
"Qatar" "Middle East & North Africa" 2001 608057 76.49639024 7.356876173
"Romania" "Europe & Central Asia" 2001 22131970 71.16097561 0.7916501196
"Russian Federation" "Europe & Central Asia" 2001 145949580.3 65.48780488 1.190387153
"Rwanda" "Sub-Saharan Africa" 2001 8456968 48.13670732 0.08642903069
"Samoa" "East Asia & Pacific" 2001 177645 69.82007317 0.7769300104
"Sao Tome and Principe" "Sub-Saharan Africa" 2001 143430 62.50453659 0.517583001
"Saudi Arabia" "Middle East & North Africa" 2001 20681576 71.70795122 3.994487197
"Senegal" "Sub-Saharan Africa" 2001 9758841 56.05843902 0.2261693249
"Sierra Leone" "Sub-Saharan Africa" 2001 4303850 40.57768293 0.3185885787
"Singapore" "East Asia & Pacific" 2001 4138000 78.35121951 5.312950731
"Slovak Republic" "Europe & Central Asia" 2001 5378867 73.40243902 2.159960406
"Slovenia" "Europe & Central Asia" 2001 1992060 75.75853659 8.818176561
"Solomon Islands" "East Asia & Pacific" 2001 420232 63.45314634 0.6140195648
"South Africa" "Sub-Saharan Africa" 2001 44909738 53.72731707 2.240370899
"Spain" "Europe & Central Asia" 2001 40720484 79.36829268 10.82732628
"Sri Lanka" "South Asia" 2001 18797000 71.78380488 0.3139856965
"St. Lucia" "Latin America & Caribbean" 2001 157897 73.95439024 2.734862597
"St. Vincent and the Grenadines" "Latin America & Caribbean" 2001 107987 70.47736585 1.452420164
"Sudan" "Sub-Saharan Africa" 2001 28177967 57.60026829 0.1338194714
"Suriname" "Latin America & Caribbean" 2001 473431 68.01760976 1.354805209
"Swaziland" "Sub-Saharan Africa" 2001 1012111 47.4397561 0.6460131141
"Sweden" "Europe & Central Asia" 2001 8895960 79.79512195 22.69967144
"Switzerland" "Europe & Central Asia" 2001 7229854 80.1804878 37.06743496
"Syrian Arab Republic" "Middle East & North Africa" 2001 16454926 74.21202439 0.5773347493
"Tajikistan" "Europe & Central Asia" 2001 6232587 64.10485366 0.07952024093
"Tanzania" "Sub-Saharan Africa" 2001 34917073 50.80473171 0.1050021619
"Thailand" "East Asia & Pacific" 2001 63898879 72.64143902 0.5994885078
"Togo" "Sub-Saharan Africa" 2001 4926142 54.93409756 0.1393704172
"Tonga" "East Asia & Pacific" 2001 98476 70.89904878 0.9591322751
"Trinidad and Tobago" "Latin America & Caribbean" 2001 1296962 68.31439024 2.811022928
"Tunisia" "Middle East & North Africa" 2001 9673600 72.84878049 1.222911302
"Turkey" "Europe & Central Asia" 2001 64544914 70.064 1.552870633
"Turkmenistan" "Europe & Central Asia" 2001 4551737 64.02578049 0.5845456685
"Uganda" "Sub-Saharan Africa" 2001 24984181 46.76673171 0.1698907547
"Ukraine" "Europe & Central Asia" 2001 48683864.58 68.28707317 0.4437074077
"United Arab Emirates" "Middle East & North Africa" 2001 3149440 74.83707317 8.149195
"United Kingdom" "Europe & Central Asia" 2001 59107960 77.99268293 18.06242732
"United States" "North America" 2001 284968955 76.73658537 50.51944952
"Uruguay" "Latin America & Caribbean" 2001 3308356.425 74.87219512 7.03128192
"Uzbekistan" "Europe & Central Asia" 2001 24964400 67.02892683 0.2657822164
"Vanuatu" "East Asia & Pacific" 2001 189544 67.93570732 0.4993250072
"Venezuela, RB" "Latin America & Caribbean" 2001 24765000 73.42926829 2.952469101
"Vietnam" "East Asia & Pacific" 2001 78621000 72.38131707 0.2292924677
"Yemen, Rep." "Middle East & North Africa" 2001 18266008 60.29314634 0.2688574147
"Zambia" "Sub-Saharan Africa" 2001 10449825 42.03082927 0.205979485
"Albania" "Europe & Central Asia" 2002 3089778 75.16121951 0.9026464025
"Algeria" "Middle East & North Africa" 2002 31441848 70.72990244 0.6992474459
"Angola" "Sub-Saharan Africa" 2002 14890474 46.71192683 0.2868255971
"Argentina" "Latin America & Caribbean" 2002 37657340 74.13860976 2.252861687
"Armenia" "Europe & Central Asia" 2002 3061067 71.88960976 0.4199232073
"Australia" "East Asia & Pacific" 2002 19651400 79.93658537 18.46880949
"Austria" "Europe & Central Asia" 2002 8081957 78.67804878 25.99388278
"Azerbaijan" "Europe & Central Asia" 2002 8171950 67.55485366 0.3363898826
"Bahamas, The" "Latin America & Caribbean" 2002 305801 72.3384878 11.95853499
"Bahrain" "Middle East & North Africa" 2002 642070 74.03753659 5.801613452
"Bangladesh" "South Asia" 2002 134266428 65.66831707 0.1087360205
"Barbados" "Latin America & Caribbean" 2002 268813 75.60819512 6.709496459
"Belarus" "Europe & Central Asia" 2002 9865000 68.05609756 0.947780615
"Belgium" "Europe & Central Asia" 2002 10332785 78.07560976 20.70855227
"Belize" "Latin America & Caribbean" 2002 265200 73.80863415 1.568694464
"Benin" "Sub-Saharan Africa" 2002 6937985 53.0615122 0.1729773246
"Bhutan" "South Asia" 2002 606024 63.02680488 0.698647438
"Bolivia" "Latin America & Caribbean" 2002 8646659 63.67880488 0.5969686121
"Bosnia and Herzegovina" "Europe & Central Asia" 2002 3775883 74.61536585 1.245030884
"Botswana" "Sub-Saharan Africa" 2002 1808103 49.33753659 1.927409167
"Brazil" "Latin America & Caribbean" 2002 179289227 70.72409756 2.030640704
"Brunei Darussalam" "East Asia & Pacific" 2002 341585 76.68104878 5.332818995
"Bulgaria" "Europe & Central Asia" 2002 7868468 71.86585366 1.539808914
"Burkina Faso" "Sub-Saharan Africa" 2002 13015435 50.97763415 0.1266446702
"Burundi" "Sub-Saharan Africa" 2002 6656071 46.67307317 0.06452135541
"Cambodia" "East Asia & Pacific" 2002 12845222 58.37521951 0.2140549537
"Cameroon" "Sub-Saharan Africa" 2002 16408085 49.57809756 0.3221793374
"Canada" "North America" 2002 31362000 79.5902439 22.49068799
"Cape Verde" "Sub-Saharan Africa" 2002 452740 70.51365854 0.7099249761
"Central African Republic" "Sub-Saharan Africa" 2002 3829238 43.52882927 0.109134221
"Chad" "Sub-Saharan Africa" 2002 8831199 48.12958537 0.1802516798
"Chile" "Latin America & Caribbean" 2002 15783991 77.55521951 3.267096428
"China" "East Asia & Pacific" 2002 1280400000 71.57943902 0.5409261366
"Colombia" "Latin America & Caribbean" 2002 41078136 71.53402439 1.351938727
"Comoros" "Sub-Saharan Africa" 2002 593170 58.31721951 0.1489674608
"Congo, Dem. Rep." "Sub-Saharan Africa" 2002 52491329 46.25380488 0.04406580213
"Congo, Rep." "Sub-Saharan Africa" 2002 3288923 54.3414878 0.2252207165
"Costa Rica" "Latin America & Caribbean" 2002 4083197 78.1347561 3.318628874
"Cote d'Ivoire" "Sub-Saharan Africa" 2002 17180649 50.44387805 0.2312726358
"Croatia" "Europe & Central Asia" 2002 4440000 74.71731707 3.747033533
"Cuba" "Latin America & Caribbean" 2002 11175434 76.81534146 1.947966144
"Cyprus" "Europe & Central Asia" 2002 979874 78.20926829 8.816694161
"Czech Republic" "Europe & Central Asia" 2002 10204853 75.22195122 5.225938126
"Denmark" "Europe & Central Asia" 2002 5375931 76.89512195 30.18616414
"Djibouti" "Middle East & North Africa" 2002 765283 54.44712195 0.4244570964
"Dominican Republic" "Latin America & Caribbean" 2002 8860760 71.40531707 1.772231302
"Ecuador" "Latin America & Caribbean" 2002 12767415 74.04080488 1.074971837
"Egypt, Arab Rep." "Middle East & North Africa" 2002 70174632 70.2032439 0.7360921273
"El Salvador" "Latin America & Caribbean" 2002 5988233 70.09882927 1.833094699
"Equatorial Guinea" "Sub-Saharan Africa" 2002 554429 48.85178049 1.454983068
"Eritrea" "Sub-Saharan Africa" 2002 3973973 57.13246341 0.06796524313
"Estonia" "Europe & Central Asia" 2002 1358644 70.90487805 2.59212765
"Ethiopia" "Sub-Saharan Africa" 2002 69040669 52.91868293 0.05303208166
"Fiji" "East Asia & Pacific" 2002 816336 67.97736585 0.7760109453
"Finland" "Europe & Central Asia" 2002 5200598 78.1195122 20.29680474
"France" "Europe & Central Asia" 2002 61803045 79.26097561 24.89203158
"Gabon" "Sub-Saharan Africa" 2002 1290532 59.42390244 1.222837888
"Gambia, The" "Sub-Saharan Africa" 2002 1376035 55.7687561 0.1576209491
"Germany" "Europe & Central Asia" 2002 82488495 78.22926829 26.09056835
"Ghana" "Sub-Saharan Africa" 2002 20114361 59.23219512 0.1457111014
"Greece" "Europe & Central Asia" 2002 10987543 78.64146341 12.20569878
"Grenada" "Latin America & Caribbean" 2002 101954 74.0265122 3.536918608
"Guatemala" "Latin America & Caribbean" 2002 11800351 68.66231707 1.098450976
"Guinea" "Sub-Saharan Africa" 2002 8604936 49.35702439 0.2249034905
"Guinea-Bissau" "Sub-Saharan Africa" 2002 1289526 45.39880488 0.179322286
"Guyana" "Latin America & Caribbean" 2002 738011 65.5517561 0.5673023297
"Haiti" "Latin America & Caribbean" 2002 8935252 58.84329268 0.1966570133
"Honduras" "Latin America & Caribbean" 2002 6477525 70.80260976 0.8837192258
"Hungary" "Europe & Central Asia" 2002 10158608 72.34878049 4.961277381
"Iceland" "Europe & Central Asia" 2002 287523 80.50243902 32.28474069
"India" "South Asia" 2002 1088694080 62.32112195 0.2105767245
"Indonesia" "East Asia & Pacific" 2002 219026365 66.23780488 0.1997728574
"Iran, Islamic Rep." "Middle East & North Africa" 2002 67212850 70.38678049 1.083618288
"Ireland" "Europe & Central Asia" 2002 3931947 77.63658537 22.06034851
"Israel" "Middle East & North Africa" 2002 6570000 79.45121951 13.69111909
"Italy" "Europe & Central Asia" 2002 57157406 79.97804878 17.78171991
"Jamaica" "Latin America & Caribbean" 2002 2617495.224 70.7762439 1.797172983
"Jordan" "Middle East & North Africa" 2002 5038000 72.30778049 1.862763198
"Kazakhstan" "Europe & Central Asia" 2002 14858948 65.96829268 0.5976278624
"Kenya" "Sub-Saharan Africa" 2002 32927864 51.96595122 0.1812119364
"Korea, Rep." "East Asia & Pacific" 2002 47622000 76.82390244 5.944377964
"Kuwait" "Middle East & North Africa" 2002 2069816 73.90356098 6.569069663
"Kyrgyz Republic" "Europe & Central Asia" 2002 4990700 68.10731707 0.1744204605
"Lao PDR" "East Asia & Pacific" 2002 5496700 62.5752439 0.1292537601
"Latvia" "Europe & Central Asia" 2002 2338624 70.96097561 2.48177925
"Lebanon" "Middle East & North Africa" 2002 3868504 70.95907317 4.26893043
"Lesotho" "Sub-Saharan Africa" 2002 2010261 45.05478049 0.2256964631
"Liberia" "Sub-Saharan Africa" 2002 2996082 48.38721951 0.09706899586
"Libya" "Middle East & North Africa" 2002 5434293 72.97692683 1.756273867
"Lithuania" "Europe & Central Asia" 2002 3469070 71.76097561 2.625018237
"Luxembourg" "Europe & Central Asia" 2002 446175 77.96585366 41.8241167
"Macedonia, FYR" "Europe & Central Asia" 2002 2022255 73.24268293 1.750911952
"Madagascar" "Sub-Saharan Africa" 2002 16338968 61.55136585 0.103588343
"Malawi" "Sub-Saharan Africa" 2002 11833102 46.70731707 0.1086175713
"Malaysia" "East Asia & Pacific" 2002 24515323 72.49226829 1.493365576
"Maldives" "South Asia" 2002 282266 72.21807317 1.510219938
"Mali" "Sub-Saharan Africa" 2002 12001887 47.87309756 0.1678542419
"Mauritania" "Sub-Saharan Africa" 2002 2800333 57.09504878 0.243845949
"Mauritius" "Sub-Saharan Africa" 2002 1210196 71.96585366 1.654032565
"Mexico" "Latin America & Caribbean" 2002 102634153 74.76207317 3.964916081
